customer_id,region,plan_type,contract_type,payment_method,device_type,support_channel,issue_type,tenure_months,monthly_charges_usd,total_charges_usd,avg_monthly_data_gb,num_support_contacts,first_call_resolution,nps_score,csat_score,csat_verbatim_text,sentiment_label,sentiment_score,churn_risk_score,churned,revenue_per_tenure_month,support_intensity_index,loyalty_tier,weighted_sentiment_index,interaction_date
CUST03986,West,Enterprise,Month-to-Month,In-Store,Hotspot,Email,Billing Dispute,8,102.33,791.51,59.03,9,True,-79,3,Could be improved,Neutral,0.5133,100,1,98.94,1.0,Bronze,0.4868,2022-06-22
CUST03987,Northeast,Basic,2-Year,Mail,Hotspot,In-Store,Speed Issue,44,236.24,9679.08,91.83,7,True,-55,1,No accountability at all,Negative,0.2247,100,1,219.98,0.1556,Gold,0.3287,2023-12-12
CUST03988,Southeast,Standard,Month-to-Month,Auto-Pay,Hotspot,Phone,No Issue,3,171.18,452.91,106.39,14,True,-34,2,Billing overcharge not fixed,Negative,0.1503,100,1,150.97,3.5,Bronze,0.4655,2023-10-10
CUST03989,Northeast,Basic,Month-to-Month,Mail,Home Internet,Phone,Speed Issue,44,34.39,1472.42,17.75,1,True,35,3,Acceptable service,Neutral,0.5039,75.0,1,33.46,0.0222,Gold,0.6863,2024-06-25
CUST03990,Midwest,Standard,Month-to-Month,Manual-Online,Tablet,In-Store,Plan Change,39,90.87,3278.14,27.15,0,True,50,1,Poor network reliability,Negative,0.0081,100,1,84.05,0.0,Gold,0.5125,2024-09-29
CUST03991,West,Premium,2-Year,Manual-Online,Hotspot,In-Store,Billing Dispute,83,184.42,15962.15,56.95,13,True,-97,5,Agent was very helpful,Positive,0.7828,65.4,1,192.32,0.1548,Platinum,0.6552,2024-10-10
CUST03992,Southwest,Standard,1-Year,Manual-Online,Tablet,App,Speed Issue,67,33.62,2034.11,48.85,0,True,14,3,Could be improved,Neutral,0.4434,77.2,0,30.36,0.0,Platinum,0.6495,2023-07-23
CUST03993,West,Premium,Month-to-Month,Manual-Online,Smartphone,In-Store,Contract Issue,66,56.95,3538.98,51.86,9,True,71,5,Agent went above and beyond,Positive,0.824,23.8,0,53.62,0.1343,Platinum,0.9492,2022-08-26
CUST03994,Southeast,Basic,Month-to-Month,Manual-Online,Business Line,Chat,No Issue,68,173.18,10297.18,71.89,1,True,13,4,Highly satisfied with resolution,Positive,0.9847,49.4,0,151.43,0.0145,Platinum,0.7478,2023-11-12
CUST03995,Midwest,Premium,Month-to-Month,In-Store,Smartphone,Phone,No Issue,63,65.75,4280.41,69.23,0,True,-77,5,Very happy with service,Positive,0.808,35.4,0,67.94,0.0,Platinum,0.6903,2023-09-04
CUST03996,Southwest,Standard,2-Year,Mail,Smartphone,Email,Device Problem,21,42.25,892.84,60.42,9,True,-65,2,Worst customer service experience,Negative,0.0692,100,1,42.52,0.4091,Silver,0.4113,2023-08-31
CUST03997,Southeast,Enterprise,1-Year,Manual-Online,Hotspot,Phone,No Issue,32,141.53,4160.25,34.52,9,True,80,2,Will consider switching providers,Negative,0.1798,100,1,130.01,0.2727,Silver,0.665,2023-10-29
CUST03998,West,Premium,1-Year,Manual-Online,Business Line,Phone,Speed Issue,4,125.82,462.46,111.66,2,True,47,1,Problem kept recurring,Negative,0.192,100,1,115.61,0.4,Bronze,0.5072,2023-07-16
CUST03999,Midwest,Standard,Month-to-Month,Mail,Business Line,Phone,Contract Issue,1,70.86,70.91,17.27,5,True,97,2,Problem kept recurring,Negative,0.2678,100,1,70.91,2.5,Bronze,0.6947,2022-01-17
CUST04000,Southeast,Standard,2-Year,Manual-Online,Business Line,App,Plan Change,78,189.54,14918.4,81.69,13,True,-86,3,Got what I needed but took a while,Neutral,0.554,100,1,191.26,0.1646,Platinum,0.4745,2022-08-23
CUST04001,Northeast,Premium,Month-to-Month,Auto-Pay,Home Internet,App,Contract Issue,64,134.26,8408.35,41.13,4,True,40,4,Problem resolved quickly,Positive,0.8658,50.0,0,131.38,0.0615,Platinum,0.795,2024-09-18
CUST04002,West,Standard,1-Year,In-Store,Tablet,Chat,Device Problem,70,103.61,7599.61,102.7,15,True,-57,5,Very happy with service,Positive,0.9254,61.4,0,108.57,0.2113,Platinum,0.7252,2023-07-01
CUST04003,Southeast,Enterprise,2-Year,Auto-Pay,Home Internet,Email,No Issue,24,192.35,4435.77,7.31,13,True,48,1,Will consider switching providers,Negative,0.2638,100,1,184.82,0.52,Silver,0.509,2022-08-01
CUST04004,West,Premium,1-Year,In-Store,Tablet,In-Store,No Issue,41,170.37,6630.06,2.16,0,True,-72,1,Agent was unhelpful,Negative,0.0658,100,1,161.71,0.0,Gold,0.299,2024-03-02
CUST04005,Southeast,Enterprise,1-Year,Auto-Pay,Smartphone,In-Store,Plan Change,17,137.96,2299.33,30.03,7,True,71,2,Worst customer service experience,Negative,0.1968,100,1,135.25,0.3889,Silver,0.6492,2022-02-12
CUST04006,Southeast,Enterprise,2-Year,In-Store,Home Internet,Chat,Device Problem,68,144.25,9297.72,71.2,7,True,53,1,Issue still not resolved,Negative,0.1627,100,1,136.73,0.1014,Platinum,0.5177,2023-12-24
CUST04007,Midwest,Basic,1-Year,Mail,Hotspot,Email,Plan Change,63,221.5,14319.54,107.61,2,False,-76,4,Seamless experience overall,Positive,0.7164,69.2,1,227.29,0.0312,Platinum,0.542,2022-02-15
CUST04008,West,Standard,Month-to-Month,Manual-Online,Business Line,Email,Network Outage,31,225.89,6300.14,18.42,0,True,94,4,Agent went above and beyond,Positive,0.6604,31.2,0,203.23,0.0,Silver,0.8895,2022-04-13
CUST04009,West,Standard,1-Year,Mail,Business Line,Phone,Billing Dispute,69,187.71,13080.5,93.09,5,True,33,4,Agent was very helpful,Positive,0.7478,53.4,0,189.57,0.0714,Platinum,0.7828,2024-01-04
CUST04010,West,Standard,2-Year,In-Store,Business Line,In-Store,Speed Issue,24,59.42,1270.31,35.76,1,True,-35,2,Will consider switching providers,Negative,0.2325,100,1,52.93,0.04,Silver,0.4637,2024-04-18
CUST04011,Southeast,Premium,1-Year,In-Store,Business Line,Phone,Billing Dispute,33,54.52,1535.83,45.1,9,True,67,5,Very professional support team,Positive,0.7559,24.6,0,46.54,0.2647,Silver,0.9423,2022-05-24
CUST04012,Southwest,Standard,2-Year,Mail,Home Internet,Phone,Plan Change,50,247.47,11301.86,90.87,12,True,25,2,Problem kept recurring,Negative,0.2496,100,1,226.04,0.2353,Gold,0.5687,2022-02-17
CUST04013,West,Basic,1-Year,Auto-Pay,Home Internet,Email,Speed Issue,5,67.82,308.81,16.97,6,True,-34,4,Agent was very helpful,Positive,0.6185,68.8,1,61.76,1.0,Bronze,0.6655,2022-01-27
CUST04014,West,Enterprise,1-Year,Mail,Business Line,In-Store,Device Problem,59,106.78,5456.61,25.59,7,True,77,3,Could be improved,Neutral,0.5504,78.6,1,92.48,0.1167,Gold,0.7597,2024-02-18
CUST04015,Southeast,Standard,1-Year,Mail,Home Internet,Phone,Device Problem,71,228.3,15163.77,22.63,0,True,-10,5,Seamless experience overall,Positive,0.7988,22.0,0,213.57,0.0,Platinum,0.8075,2024-04-19
CUST04016,West,Premium,Month-to-Month,In-Store,Business Line,Email,No Issue,4,117.09,486.47,77.47,5,True,-79,5,Excellent support experience,Positive,0.6347,45.8,0,121.62,1.0,Bronze,0.6867,2024-02-04
CUST04017,West,Premium,Month-to-Month,Manual-Online,Home Internet,App,Billing Dispute,81,71.69,5102.83,82.07,0,True,10,4,Seamless experience overall,Positive,0.9677,48.0,0,63.0,0.0,Platinum,0.7425,2023-03-25
CUST04018,Southeast,Standard,2-Year,In-Store,Smartphone,Phone,Contract Issue,60,153.28,9584.82,114.45,12,True,73,1,Issue still not resolved,Negative,0.0686,100,1,159.75,0.1967,Platinum,0.5527,2022-03-11
CUST04019,Southeast,Enterprise,2-Year,In-Store,Smartphone,Email,No Issue,10,68.85,701.25,8.96,0,False,26,4,Problem resolved quickly,Positive,0.95,44.8,0,70.12,0.0,Bronze,0.7205,2023-10-16
CUST04020,Southeast,Standard,1-Year,In-Store,Home Internet,In-Store,Billing Dispute,15,103.52,1484.93,34.68,15,True,29,3,Acceptable service,Neutral,0.3333,100,1,99.0,0.9375,Silver,0.6757,2022-05-08
CUST04021,Midwest,Standard,Month-to-Month,Manual-Online,Hotspot,Chat,Contract Issue,62,123.07,7115.11,63.22,3,False,94,4,Outstanding customer care,Positive,0.7413,37.2,0,114.76,0.0476,Platinum,0.8395,2023-05-14
CUST04022,Southwest,Standard,1-Year,Manual-Online,Tablet,Chat,Billing Dispute,57,210.99,12211.99,53.11,0,True,-78,1,Problem kept recurring,Negative,0.0572,100,1,214.25,0.0,Gold,0.2885,2024-01-23
CUST04023,Southeast,Standard,2-Year,Mail,Hotspot,Chat,Speed Issue,40,49.9,1888.55,91.71,15,True,-56,4,Very happy with service,Positive,0.8457,91.2,1,47.21,0.3659,Gold,0.627,2023-02-08
CUST04024,Midwest,Standard,1-Year,Auto-Pay,Tablet,Chat,Plan Change,68,129.81,8970.05,41.53,12,False,83,1,Problem kept recurring,Negative,0.1061,100,1,131.91,0.1739,Platinum,0.5202,2024-07-30
CUST04025,Northeast,Basic,Month-to-Month,Auto-Pay,Business Line,In-Store,Billing Dispute,25,90.33,2338.44,105.72,12,True,37,4,Excellent support experience,Positive,0.6036,66.6,0,93.54,0.4615,Silver,0.7898,2023-02-14
CUST04026,Northeast,Basic,1-Year,Manual-Online,Hotspot,Phone,No Issue,58,244.42,12112.02,96.98,10,False,-91,5,Great network coverage,Positive,0.7631,58.2,0,208.83,0.1695,Gold,0.6158,2023-08-14
CUST04027,Northeast,Enterprise,Month-to-Month,In-Store,Smartphone,App,Speed Issue,34,126.47,3989.57,4.45,11,False,48,2,Issue still not resolved,Negative,0.2312,100,1,117.34,0.3143,Silver,0.559,2023-02-10
CUST04028,Southwest,Premium,1-Year,Mail,Business Line,Email,Network Outage,68,163.33,9861.7,45.64,8,True,55,3,Acceptable service,Neutral,0.4205,85.0,1,145.03,0.1159,Platinum,0.7212,2022-07-23
CUST04029,Southwest,Standard,1-Year,Mail,Business Line,App,Contract Issue,47,120.72,5354.81,103.15,12,False,79,2,Will consider switching providers,Negative,0.2185,100,1,113.93,0.25,Gold,0.6133,2024-01-13
CUST04030,West,Basic,2-Year,In-Store,Business Line,In-Store,Device Problem,45,61.46,2869.29,102.65,6,True,34,4,Great network coverage,Positive,0.9962,55.2,0,63.76,0.1304,Gold,0.7845,2024-02-15
CUST04031,Midwest,Basic,Month-to-Month,Auto-Pay,Hotspot,Chat,Contract Issue,12,141.24,1711.86,17.51,12,True,-69,1,Very disappointed with service,Negative,0.1097,100,1,142.66,0.9231,Silver,0.3043,2023-05-06
CUST04032,Midwest,Premium,2-Year,Mail,Business Line,App,Billing Dispute,69,79.13,4787.38,102.94,14,True,70,5,Agent was very helpful,Positive,0.7768,34.0,0,69.38,0.2,Platinum,0.9475,2022-02-03
CUST04033,West,Enterprise,Month-to-Month,Mail,Tablet,Email,Billing Dispute,80,47.7,3755.06,87.84,5,False,-75,1,No accountability at all,Negative,0.2126,100,1,46.94,0.0617,Platinum,0.2438,2022-05-06
CUST04034,Southwest,Premium,1-Year,Auto-Pay,Home Internet,App,Plan Change,31,189.44,5279.61,88.51,13,False,77,2,Terrible wait times,Negative,0.206,100,1,170.31,0.4062,Silver,0.6098,2022-04-08
CUST04035,Northeast,Enterprise,Month-to-Month,Auto-Pay,Smartphone,Chat,No Issue,22,34.96,766.37,104.68,5,True,-71,4,Excellent support experience,Positive,0.7954,74.2,0,34.84,0.2174,Silver,0.6008,2022-07-15
CUST04036,Southwest,Standard,2-Year,Manual-Online,Home Internet,Phone,Network Outage,36,229.56,7050.55,85.71,12,True,-19,3,Average experience,Neutral,0.3749,100,1,195.85,0.3243,Gold,0.5917,2022-10-13
CUST04037,West,Enterprise,Month-to-Month,In-Store,Tablet,App,Contract Issue,76,247.87,18809.6,117.35,12,True,51,1,Problem kept recurring,Negative,0.0832,100,1,247.49,0.1558,Platinum,0.5142,2024-02-28
CUST04038,West,Standard,Month-to-Month,Auto-Pay,Tablet,Phone,Plan Change,4,32.04,130.06,77.45,1,False,-95,5,Problem resolved quickly,Positive,0.6285,41.0,0,32.52,0.2,Bronze,0.6088,2022-05-16
CUST04039,West,Standard,2-Year,Manual-Online,Home Internet,Chat,Network Outage,30,159.51,4260.68,11.82,8,True,61,3,Waited longer than expected,Neutral,0.579,83.8,1,142.02,0.2581,Silver,0.7318,2023-12-21
CUST04040,Northeast,Premium,Month-to-Month,Manual-Online,Business Line,Email,Plan Change,74,126.66,8619.38,115.35,12,False,82,1,Poor network reliability,Negative,0.2601,100,1,116.48,0.16,Platinum,0.5185,2023-03-27
CUST04041,West,Basic,2-Year,Auto-Pay,Tablet,Chat,Network Outage,40,234.36,8553.78,109.81,0,True,-16,2,Terrible wait times,Negative,0.1682,100,1,213.84,0.0,Gold,0.497,2023-01-23
CUST04042,Southeast,Enterprise,1-Year,Auto-Pay,Business Line,Chat,Billing Dispute,23,249.91,4966.88,37.69,7,False,-24,3,Service was okay,Neutral,0.3741,98.8,1,215.95,0.2917,Silver,0.533,2022-04-17
CUST04043,Northeast,Enterprise,1-Year,Auto-Pay,Tablet,Email,Device Problem,72,192.22,12820.3,96.11,12,True,1,1,Problem kept recurring,Negative,0.2525,100,1,178.06,0.1644,Platinum,0.4267,2024-08-24
CUST04044,Southeast,Enterprise,1-Year,Manual-Online,Tablet,Email,No Issue,5,245.92,1177.82,110.31,14,False,-62,4,Highly satisfied with resolution,Positive,0.9686,90.4,1,235.56,2.3333,Bronze,0.5665,2023-02-11
CUST04045,Southwest,Enterprise,1-Year,Mail,Smartphone,In-Store,Network Outage,39,172.28,5879.24,64.95,0,True,-73,4,Very professional support team,Positive,0.802,64.6,0,150.75,0.0,Gold,0.5973,2023-02-13
CUST04046,West,Premium,Month-to-Month,In-Store,Tablet,Chat,Speed Issue,53,119.35,5405.79,55.31,11,True,1,4,Agent went above and beyond,Positive,0.741,71.8,1,102.0,0.2037,Gold,0.7268,2022-12-28
CUST04047,Southwest,Basic,1-Year,Manual-Online,Smartphone,Phone,Device Problem,16,31.97,436.48,32.98,13,True,87,3,Service was okay,Neutral,0.3292,88.6,1,27.28,0.7647,Silver,0.7772,2023-12-01
CUST04048,Northeast,Basic,2-Year,Mail,Tablet,In-Store,Speed Issue,54,61.53,2891.87,108.46,11,True,-98,3,Nothing exceptional,Neutral,0.5509,100,1,53.55,0.2,Gold,0.4535,2022-06-10
CUST04049,Midwest,Enterprise,2-Year,Manual-Online,Tablet,App,Device Problem,34,70.7,2425.42,119.16,4,True,38,5,Excellent support experience,Positive,0.8497,20.4,0,71.34,0.1143,Silver,0.8915,2023-10-09
CUST04050,Southwest,Enterprise,1-Year,Mail,Hotspot,Chat,Plan Change,69,95.21,6479.18,45.55,6,True,1,1,Poor network reliability,Negative,0.1929,100,1,93.9,0.0857,Platinum,0.4267,2024-11-13
CUST04051,Southwest,Premium,2-Year,Mail,Business Line,App,Speed Issue,14,182.67,2641.0,16.04,7,True,-66,5,Great network coverage,Positive,0.655,47.2,0,188.64,0.4667,Silver,0.7095,2024-10-25
CUST04052,Northeast,Standard,Month-to-Month,Auto-Pay,Hotspot,Phone,Contract Issue,5,175.83,774.02,18.73,0,True,98,5,Great network coverage,Positive,0.8495,0.4,0,154.8,0.0,Bronze,0.9965,2023-08-17
CUST04053,Southeast,Enterprise,2-Year,Auto-Pay,Business Line,In-Store,Plan Change,23,224.73,4637.95,45.88,0,False,69,5,Highly satisfied with resolution,Positive,0.8601,6.2,0,201.65,0.0,Silver,0.8958,2024-06-10
CUST04054,Northeast,Enterprise,Month-to-Month,Manual-Online,Smartphone,Phone,Billing Dispute,59,233.67,13190.63,86.98,2,False,65,2,Worst customer service experience,Negative,0.1834,100,1,223.57,0.0333,Gold,0.5887,2024-09-02
CUST04055,Midwest,Standard,Month-to-Month,Manual-Online,Tablet,App,No Issue,37,96.99,3274.0,9.14,14,True,-23,5,Highly satisfied with resolution,Positive,0.9692,52.6,0,88.49,0.3684,Gold,0.7848,2024-07-27
CUST04056,Northeast,Basic,1-Year,Auto-Pay,Hotspot,App,Speed Issue,83,184.23,14985.51,9.46,6,False,-69,3,Issue eventually resolved,Neutral,0.5062,100,1,180.55,0.0714,Platinum,0.4543,2023-03-24
CUST04057,Northeast,Standard,Month-to-Month,Auto-Pay,Business Line,Chat,Contract Issue,49,206.61,10241.28,36.91,3,True,0,1,Very disappointed with service,Negative,0.2773,100,1,209.01,0.06,Gold,0.425,2022-09-19
CUST04058,West,Basic,1-Year,Mail,Business Line,Email,Billing Dispute,54,223.0,10936.83,89.51,1,False,-27,1,Very disappointed with service,Negative,0.101,100,1,202.53,0.0182,Gold,0.3277,2023-08-13
CUST04059,Midwest,Premium,Month-to-Month,Manual-Online,Business Line,Phone,Device Problem,18,166.84,3029.12,107.34,2,True,8,4,Outstanding customer care,Positive,0.9244,52.4,0,168.28,0.1053,Silver,0.739,2024-09-01
CUST04060,Southeast,Premium,2-Year,Manual-Online,Tablet,Email,No Issue,77,100.75,7059.64,66.62,3,True,-48,4,Very professional support team,Positive,0.9088,65.6,1,91.68,0.0385,Platinum,0.641,2023-04-03
CUST04061,Midwest,Premium,2-Year,Manual-Online,Tablet,App,Plan Change,12,140.46,1470.38,71.33,12,False,96,3,Waited longer than expected,Neutral,0.5004,84.8,1,122.53,0.9231,Silver,0.743,2022-10-06
CUST04062,Southwest,Standard,1-Year,Mail,Home Internet,App,Billing Dispute,61,59.96,3451.87,68.9,11,True,-52,1,Billing overcharge not fixed,Negative,0.1255,100,1,56.59,0.1774,Platinum,0.334,2024-05-16
CUST04063,West,Enterprise,Month-to-Month,Auto-Pay,Tablet,In-Store,No Issue,2,125.32,243.92,98.71,8,True,19,2,Poor network reliability,Negative,0.0934,100,1,121.96,2.6667,Bronze,0.5583,2023-10-23
CUST04064,West,Enterprise,2-Year,Mail,Hotspot,Chat,Billing Dispute,80,92.74,7184.94,30.7,6,True,1,2,Worst customer service experience,Negative,0.2992,100,1,89.81,0.0741,Platinum,0.5268,2022-05-18
CUST04065,Midwest,Premium,1-Year,Auto-Pay,Hotspot,App,Plan Change,59,139.05,8330.26,69.47,8,True,59,3,Waited longer than expected,Neutral,0.4178,84.2,1,141.19,0.1333,Gold,0.7283,2023-06-24
CUST04066,Northeast,Enterprise,1-Year,In-Store,Smartphone,App,Speed Issue,14,212.46,2612.98,46.27,0,True,-37,3,Waited longer than expected,Neutral,0.3663,87.4,1,186.64,0.0,Silver,0.5603,2022-12-23
CUST04067,Southeast,Enterprise,1-Year,Mail,Tablet,Chat,Speed Issue,59,69.71,3915.55,34.2,7,True,68,4,Excellent support experience,Positive,0.9308,50.4,0,66.37,0.1167,Gold,0.844,2022-06-06
CUST04068,West,Premium,2-Year,Manual-Online,Business Line,Email,Speed Issue,83,65.83,5132.8,114.1,3,True,-10,3,Could be improved,Neutral,0.3152,88.0,1,61.84,0.0357,Platinum,0.6075,2024-05-01
CUST04069,Southwest,Enterprise,Month-to-Month,Auto-Pay,Tablet,App,Device Problem,84,58.42,4972.44,88.63,7,True,0,3,Waited longer than expected,Neutral,0.4357,94.0,1,59.2,0.0824,Platinum,0.625,2022-10-28
CUST04070,Southwest,Standard,1-Year,Auto-Pay,Tablet,App,Plan Change,23,233.62,5456.72,49.81,3,True,87,5,Agent went above and beyond,Positive,0.9015,8.6,0,237.25,0.125,Silver,0.9772,2024-07-22
CUST04071,Southeast,Premium,1-Year,Auto-Pay,Home Internet,In-Store,No Issue,33,148.57,4999.55,64.06,2,False,29,2,Billing overcharge not fixed,Negative,0.0648,100,1,151.5,0.0588,Silver,0.5257,2024-11-28
CUST04072,Northeast,Standard,1-Year,Mail,Tablet,Chat,No Issue,59,196.26,10528.01,105.31,5,False,37,5,Outstanding customer care,Positive,0.6757,22.6,0,178.44,0.0833,Gold,0.8397,2024-08-21
CUST04073,Southeast,Premium,Month-to-Month,Mail,Hotspot,App,No Issue,11,90.01,978.94,39.99,1,True,39,1,Will consider switching providers,Negative,0.1915,100,1,88.99,0.0833,Bronze,0.4932,2023-03-16
CUST04074,Northeast,Enterprise,1-Year,Mail,Smartphone,Email,Plan Change,82,87.97,7273.82,103.51,14,True,-52,3,Expected better response time,Neutral,0.354,100,1,88.71,0.1687,Platinum,0.534,2023-08-30
CUST04075,Midwest,Enterprise,2-Year,Manual-Online,Tablet,Phone,No Issue,68,44.34,3110.82,11.37,1,True,-64,5,Excellent support experience,Positive,0.8262,34.8,0,45.75,0.0145,Platinum,0.713,2022-04-25
CUST04076,Southeast,Standard,1-Year,Mail,Home Internet,Email,Contract Issue,81,165.52,13756.53,26.11,14,True,-9,5,Great network coverage,Positive,0.94,49.8,0,169.83,0.1707,Platinum,0.8093,2023-11-30
CUST04077,Midwest,Basic,2-Year,Mail,Home Internet,App,Billing Dispute,27,140.76,3840.55,17.75,7,True,80,1,Problem kept recurring,Negative,0.2331,100,1,142.24,0.25,Silver,0.565,2024-03-24
CUST04078,Midwest,Enterprise,1-Year,Manual-Online,Tablet,Email,Device Problem,49,84.16,3930.57,108.04,5,True,-54,4,Agent went above and beyond,Positive,0.9728,70.8,0,80.22,0.1,Gold,0.6305,2024-08-24
CUST04079,West,Enterprise,1-Year,Manual-Online,Smartphone,App,No Issue,40,245.07,9467.6,61.18,1,False,12,1,Agent was unhelpful,Negative,0.1297,100,1,236.69,0.0244,Gold,0.396,2022-07-02
CUST04080,Northeast,Premium,1-Year,Manual-Online,Home Internet,Phone,Network Outage,3,49.3,153.39,97.83,12,True,-67,1,Will consider switching providers,Negative,0.254,100,1,51.13,3.0,Bronze,0.3077,2022-07-06
CUST04081,Southeast,Standard,2-Year,Mail,Home Internet,Phone,Billing Dispute,76,87.22,5794.39,77.23,8,True,65,4,Highly satisfied with resolution,Positive,0.8717,53.0,0,76.24,0.1039,Platinum,0.8387,2022-08-30
CUST04082,Southwest,Premium,2-Year,Auto-Pay,Tablet,Chat,Network Outage,84,76.75,5897.86,93.86,5,True,70,5,Very happy with service,Positive,0.8278,16.0,0,70.21,0.0588,Platinum,0.9475,2024-04-21
CUST04083,Northeast,Standard,1-Year,Manual-Online,Smartphone,Chat,Plan Change,39,193.51,6904.72,86.66,15,True,-97,5,Agent went above and beyond,Positive,0.7277,69.4,1,177.04,0.375,Gold,0.6552,2022-10-26
CUST04084,West,Standard,2-Year,Auto-Pay,Smartphone,In-Store,Contract Issue,44,151.57,6803.81,50.8,5,True,-12,3,Nothing exceptional,Neutral,0.3679,92.4,1,154.63,0.1111,Gold,0.604,2022-01-02
CUST04085,West,Premium,1-Year,Auto-Pay,Hotspot,Email,Contract Issue,2,212.69,405.86,93.52,5,True,15,4,Agent was very helpful,Positive,0.8531,57.0,0,202.93,1.6667,Bronze,0.7512,2024-06-13
CUST04086,Southeast,Standard,2-Year,Manual-Online,Tablet,Email,Contract Issue,53,135.73,6890.65,33.39,2,False,-52,2,Agent was unhelpful,Negative,0.0076,100,1,130.01,0.037,Gold,0.384,2024-06-28
CUST04087,West,Enterprise,1-Year,In-Store,Smartphone,Chat,Billing Dispute,82,144.19,12263.65,36.69,13,False,49,5,Highly satisfied with resolution,Positive,0.6764,36.2,0,149.56,0.1566,Platinum,0.8607,2024-02-09
CUST04088,Northeast,Enterprise,Month-to-Month,Manual-Online,Hotspot,Chat,Plan Change,33,177.63,5431.08,84.38,0,True,-3,2,Billing overcharge not fixed,Negative,0.2285,100,1,164.58,0.0,Silver,0.5197,2022-09-13
CUST04089,Southwest,Basic,Month-to-Month,Auto-Pay,Hotspot,Phone,Device Problem,14,43.23,549.13,106.38,5,False,-85,5,Agent went above and beyond,Positive,0.8978,47.0,0,39.22,0.3333,Silver,0.6262,2022-02-23
CUST04090,West,Premium,Month-to-Month,Mail,Business Line,In-Store,Speed Issue,19,65.39,1074.45,61.26,13,False,26,4,Great network coverage,Positive,0.6281,70.8,1,56.55,0.65,Silver,0.7205,2023-02-14
CUST04091,Northeast,Basic,1-Year,Manual-Online,Home Internet,App,Speed Issue,17,221.41,3890.57,105.64,7,True,11,1,Will consider switching providers,Negative,0.0284,100,1,228.86,0.3889,Silver,0.4443,2023-05-03
CUST04092,Midwest,Premium,2-Year,Mail,Hotspot,In-Store,Network Outage,60,61.83,3518.7,66.71,8,True,85,3,Got what I needed but took a while,Neutral,0.3555,79.0,1,58.64,0.1311,Platinum,0.7737,2023-05-01
CUST04093,Southwest,Basic,Month-to-Month,Mail,Home Internet,Chat,No Issue,77,93.66,6230.55,51.67,15,True,90,4,Outstanding customer care,Positive,0.6291,62.0,0,80.92,0.1923,Platinum,0.8825,2022-09-11
CUST04094,Midwest,Enterprise,Month-to-Month,In-Store,Business Line,App,Billing Dispute,20,158.92,3279.26,52.08,6,True,-63,5,Very happy with service,Positive,0.9593,44.6,0,163.96,0.2857,Silver,0.7147,2022-12-09
CUST04095,Southwest,Enterprise,2-Year,Auto-Pay,Smartphone,Phone,No Issue,39,136.86,5334.89,6.04,13,False,-38,5,Agent went above and beyond,Positive,0.7549,53.6,0,136.79,0.325,Gold,0.7085,2023-12-08
CUST04096,Northeast,Enterprise,1-Year,Manual-Online,Home Internet,In-Store,Device Problem,4,83.3,324.81,86.85,5,False,-23,5,Very professional support team,Positive,0.6343,34.6,0,81.2,1.0,Bronze,0.7348,2023-04-20
CUST04097,Southwest,Standard,2-Year,Mail,Hotspot,Chat,Speed Issue,29,33.05,991.83,23.85,12,True,-74,3,Could be improved,Neutral,0.5755,100,1,34.2,0.4,Silver,0.4955,2023-12-19
CUST04098,Northeast,Basic,2-Year,Manual-Online,Home Internet,Chat,Network Outage,21,193.08,3584.12,86.92,2,True,-4,1,Agent was unhelpful,Negative,0.1347,100,1,170.67,0.0909,Silver,0.418,2023-12-07
CUST04099,Midwest,Enterprise,2-Year,Mail,Home Internet,Phone,Plan Change,39,33.91,1146.63,115.76,15,True,29,3,Average experience,Neutral,0.4466,100,1,29.4,0.375,Gold,0.6757,2024-01-26
CUST04100,Southwest,Premium,1-Year,Manual-Online,Tablet,In-Store,Contract Issue,7,48.27,327.14,31.34,12,False,-10,5,Highly satisfied with resolution,Positive,0.7936,46.0,0,46.73,1.5,Bronze,0.7575,2024-02-24
CUST04101,Southeast,Standard,1-Year,Auto-Pay,Smartphone,App,Network Outage,41,56.01,2164.96,119.01,14,True,6,3,Issue eventually resolved,Neutral,0.4403,100,1,52.8,0.3333,Gold,0.6355,2023-02-22
CUST04102,West,Enterprise,Month-to-Month,Manual-Online,Hotspot,Phone,Speed Issue,20,151.22,2632.97,70.06,8,True,-39,5,Outstanding customer care,Positive,0.7259,43.8,0,131.65,0.381,Silver,0.7568,2023-09-02
CUST04103,Southeast,Enterprise,Month-to-Month,In-Store,Hotspot,In-Store,Speed Issue,26,204.2,5400.82,67.0,4,True,-78,3,Acceptable service,Neutral,0.3444,100,1,207.72,0.1481,Silver,0.4885,2022-12-10
CUST04104,Southeast,Enterprise,2-Year,Manual-Online,Hotspot,App,Contract Issue,77,113.84,8170.38,80.34,0,False,6,1,Issue still not resolved,Negative,0.1206,100,1,106.11,0.0,Platinum,0.3855,2023-11-21
CUST04105,Southwest,Enterprise,1-Year,Auto-Pay,Smartphone,Email,Billing Dispute,31,101.26,2900.47,13.25,1,True,6,4,Very happy with service,Positive,0.7422,50.8,0,93.56,0.0312,Silver,0.7355,2024-09-17
CUST04106,West,Standard,2-Year,Auto-Pay,Tablet,In-Store,Billing Dispute,6,148.25,804.71,86.73,6,True,-94,4,Very professional support team,Positive,0.841,80.8,1,134.12,0.8571,Bronze,0.5605,2023-04-25
